group_id,match_type,canonical_id,product_id,description,brand,sale_count,similarity
1,exact,21023,21023,AÇUCAREIRO C TAMPA OXFORD WHITE ,,11,100.0
1,exact,21023,20557,AÇUCAREIRO C TAMPA OXFORD WHITE ,,2,100.0
2,exact,13772,13772,BABY DOOL DOCE SONHO R.1747,,177,100.0
2,exact,13772,21121,BABY DOOL DOCE SONHO R.1747,,20,100.0
3,exact,26579,26579,BABY DOOL FUTOM R.110243,,3,100.0
3,exact,26579,26573,BABY DOOL FUTOM R.110243,,2,100.0
4,exact,16605,16605,BABY DOOL INFANTIL DOCE SONHOS CHERRY R.1833,,246,100.0
4,exact,16605,24598,BABY DOOL INFANTIL DOCE SONHOS CHERRY R.1833,,110,100.0
5,exact,16116,16116,BOLSA MEL ACADEMIA RADICAL R.23411,,2,100.0
5,exact,16116,16098,BOLSA MEL ACADEMIA RADICAL R.23411,,2,100.0
6,exact,1717,1717,BORDADO,,8908,100.0
6,exact,1717,23898,BORDADO ,,231,100.0
7,exact,15268,15268,CAMISOLA PROMOCAO SHOP,,7,100.0
7,exact,15268,15269,CAMISOLA PROMOCAO SHOP,,4,100.0
8,exact,24321,24321,CAPA ALMOFADA BOHO CINZA/FENDI,,3,100.0
8,exact,24321,24320,CAPA ALMOFADA BOHO CINZA/FENDI,,1,100.0
9,exact,27658,27658,CAPA DE ALMOFADA AZTECA PRATA,,3,100.0
9,exact,27658,27659,CAPA DE ALMOFADA AZTECA PRATA,,2,100.0
10,exact,27210,27210,CAPA DE ALMOFADA DIGITAL VELUDO 028,,5,100.0
10,exact,27210,27209,CAPA DE ALMOFADA DIGITAL VELUDO 018,,2,100.0
11,exact,23151,23151,CAPA P POLTRONA ONIX BEGE,,1,100.0
11,exact,23151,23150,CAPA P POLTRONA ONIX BEGE,,1,100.0
12,exact,21099,21099,CAPA P SOFA ADOMES BEM ESTAR 2 E 3 LUG MARROM,,10,100.0
12,exact,21099,16674,CAPA P SOFA ADOMES BEM ESTAR 2 E 3 LUG MARROM,,4,100.0
13,exact,27179,27179,CAPA P/ALMOFADA VELUDO DIGITAL NATALINO,,3,100.0
13,exact,27179,28690,CAPA P/ALMOFADA VELUDO DIGITAL NATALINO,,2,100.0
13,exact,27179,28694,CAPA P/ALMOFADA VELUDO DIGITAL NATALINO,,2,100.0
13,exact,27179,28693,CAPA P/ALMOFADA VELUDO DIGITAL NATALINO,,2,100.0
13,exact,27179,28692,CAPA P/ALMOFADA VELUDO DIGITAL NATALINO,,1,100.0
14,exact,28695,28695,CAPA P/ALMOFADA VELUDO NATALINO,,1,100.0
14,exact,28695,28696,CAPA P/ALMOFADA VELUDO NATALINO,,1,100.0
15,exact,30035,30035,CAPACHO  PORTA LIMA MEIA LUA 40 X 60 CINZA,,1,100.0
15,exact,30035,30036,CAPACHO PORTA LIMA MEIA LUA 40 X 60 CINZA,,1,100.0
16,exact,16938,16938,COBERTOR CS CORTEX VIOLETA,,11,100.0
16,exact,16938,15671,COBERTOR CS CORTEX VIOLETA,,7,100.0
17,exact,17167,17167,COBERTOR ST CORTEX AZUL II,,3,100.0
17,exact,17167,17159,COBERTOR ST CORTEX  AZUL II ,,2,100.0
18,exact,7535,7535,COBERTOR ST CORTEX BEGE REVISADO,,10,100.0
18,exact,7535,17155,COBERTOR ST CORTEX BEGE,,6,100.0
19,exact,17163,17163,COBERTOR ST CORTEX PINK,,4,100.0
19,exact,17163,17154,COBERTOR ST CORTEX PINK,,1,100.0
20,exact,17168,17168,COBERTOR ST CORTEX VERDE,,7,100.0
20,exact,17168,17156,COBERTOR ST CORTEX VERDE,,1,100.0
21,exact,28884,28884,COBERTOR VELOUR QUEEN NEO ROSE 220 X 240,,3,100.0
21,exact,28884,28883,COBERTOR VELOUR QUEEN NEO ROSE 220 X 240,,2,100.0
22,exact,24893,24893,COBRE LEITO CS COLOR ART PARIS ,,18,100.0
22,exact,24893,22850,COBRE LEITO CS COLOR ART PARIS ,,18,100.0
23,exact,25002,25002,COBRE LEITO CS FATEX MILÃO,,13,100.0
23,exact,25002,25004,COBRE LEITO CS FATEX MILÃO,,5,100.0
24,exact,29193,29193,COBRE LEITO CS HABITAT BRANCA,,10,100.0
24,exact,29193,29188,COBRE LEITO CS HABITAT BRANCA,,6,100.0
25,exact,24895,24895,COBRE LEITO KING COLOR ART PARIS ,,18,100.0
25,exact,24895,22851,COBRE LEITO KING COLOR ART PARIS  ,,6,100.0
26,exact,27244,27244,COBRE LEITO PATCHWORK ROZAC ,,5,100.0
26,exact,27244,27252,COBRE LEITO PATCHWORK ROZAC,,2,100.0
27,exact,23409,23409,COBRE LEITO QUEEN BENE CASA SORTIDO ,,18,100.0
27,exact,23409,26506,COBRE LEITO QUEEN BENE CASA SORTIDO,,17,100.0
28,exact,25005,25005,COBRE LEITO QUEEN FATEX MILÃO,,11,100.0
28,exact,25005,25006,COBRE LEITO QUEEN FATEX MILÃO,,5,100.0
29,exact,20090,20090,COBRE LEITO QUEEN FATEX SIENA  ROCCA AZUL ,,3,100.0
29,exact,20090,20091,COBRE LEITO QUEEN FATEX SIENA ROCCA AZUL ,,2,100.0
30,exact,21319,21319,COBRE LEITO QUEEN ROZAC ESTAMPADO ,,15,100.0
30,exact,21319,27246,COBRE LEITO QUEEN ROZAC ESTAMPADO,,4,100.0
31,exact,22345,22345,COBRE LEITO ST BENE CASA LISO SORTIDO,,16,100.0
31,exact,22345,22349,COBRE LEITO ST BENE CASA LISO SORTIDO ,,12,100.0
32,exact,25748,25748,COBRELEITO SATINEE QUEEN ,,2,100.0
32,exact,25748,25747,COBRELEITO SATINEE QUEEN ,,1,100.0
33,exact,24897,24897,COLCHA QUEEN COLOR ART PARIS,,32,100.0
33,exact,24897,24894,COLCHA QUEEN COLOR ART PARIS,,20,100.0
34,exact,22981,22981,COLCHA ST EVOLUTION PATCHWORK LAVIMA,,8,100.0
34,exact,22981,22786,COLCHA ST EVOLUTION PATCHWORK LAVIMA,,2,100.0
35,exact,21966,21966,COLCHA ST ULTRASSONIC ELEGANCE,,8,100.0
35,exact,21966,21967,COLCHA ST ULTRASSONIC ELEGANCE,,6,100.0
36,exact,24156,24156,COLCHA ULTRASONIC DYURI KING SORTIDO,,10,100.0
36,exact,24156,28860,COLCHA ULTRASONIC DYURI KING SORTIDO ,,7,100.0
37,exact,28859,28859,COLCHA ULTRASONIC DYURI QUEEN SORTIDO,,27,100.0
37,exact,28859,28861,COLCHA ULTRASONIC DYURI QUEEN SORTIDO,,3,100.0
38,exact,14657,14657,CORTINA BELA JANELA RUSTICA SORTIMENTO,,5,100.0
38,exact,14657,14656,CORTINA BELA JANELA RUSTICA SORTIMENTO,,5,100.0
39,exact,20380,20380,"CORTINA BELLA JANELA PRATIKA 2,60 X 2,30 BRANCO",,33,100.0
39,exact,20380,21548,"CORTINA BELLA JANELA PRATIKA 2,60 X 2,30 BRANCO",,8,100.0
40,exact,20304,20304,"CORTINA BELLA JANELA PRATIKA 3,60 X 2,50 AREIA ",,38,100.0
40,exact,20304,21210,"CORTINA BELLA JANELA PRATIKA 3,60 X 2,50 AREIA ",,2,100.0
41,exact,20539,20539,"CORTINA BELLA JANELA PRATIKA 3,60 X 2,50 TAUPE ",,34,100.0
41,exact,20539,20974,"CORTINA BELLA JANELA PRATIKA 3,60 X 2,50 TAUPE",,3,100.0
42,exact,21549,21549,"CORTINA BELLA JANELA PRATIKA 4,20 X 2,50 TAUPE ",,21,100.0
42,exact,21549,20973,"CORTINA BELLA JANELA PRATIKA 4,20 X 2,50 TAUPE ",,14,100.0
43,exact,21098,21098,CORTINA PARA BOX ADOMES,,3,100.0
43,exact,21098,21097,CORTINA PARA BOX ADOMES,,3,100.0
44,exact,24437,24437,"CORTINA RUSTICA PANTEX BELLA JANELA 3,60X2,50",,2,100.0
44,exact,24437,24443,"CORTINA RUSTICA PANTEX BELLA JANELA 3,60X2,50",,2,100.0
45,exact,25589,25589,FRONHA 1PC RUBI CEREJA ,,41,100.0
45,exact,25589,13158,FRONHA 1PC RUBI CEREJA ,,11,100.0
45,exact,25589,28897,FRONHA 1PC RUBI CEREJA,,4,100.0
46,exact,1858,1858, GUARDANAPO 4PC COPA E CIA VERMELHO,,12,100.0
46,exact,1858,16126,GUARDANAPO 4PC COPA E CIA  VERMELHO,,4,100.0
47,exact,21307,21307,JG AMERICANO COPA E CIA PVC COLLOR SALVIA ,,75,100.0
47,exact,21307,20860,JG AMERICANO COPA E CIA PVC COLLOR SALVIA ,,2,100.0
48,exact,20592,20592,JG AMERICANO COPA E CIA TRAMA  RAYAS TAUPE ,,11,100.0
48,exact,20592,20593,JG AMERICANO COPA E CIA TRAMA RAYAS TAUPE,,5,100.0
49,exact,21984,21984,JG AMERICANO HIPER TEXTIL TRAMEX FENDI ,,17,100.0
49,exact,21984,22045,JG AMERICANO HIPER TEXTIL TRAMEX FENDI ,,4,100.0
50,exact,28050,28050,JG AMERICANO MANAUS ESTAMPADO,,4,100.0
50,exact,28050,28048,JG AMERICANO MANAUS ESTAMPADO,,4,100.0
50,exact,28050,28052,JG AMERICANO MANAUS ESTAMPADO,,3,100.0
51,exact,24083,24083,JG AMERICANO SANTIAGO BEGE,,11,100.0
51,exact,24083,28710,JG AMERICANO SANTIAGO BEGE,,3,100.0
52,exact,24082,24082,JG AMERICANO SANTIAGO PRATA,,13,100.0
52,exact,24082,28893,JG AMERICANO SANTIAGO PRATA,,1,100.0
53,exact,24775,24775,JG AMERICANO TRAMEX COPOS BEGE,,25,100.0
53,exact,24775,23440,JG AMERICANO TRAMEX COPOS BEGE,,4,100.0
54,exact,13995,13995,JG BANHEIRO JOLITEX 2PC AGRA LISO AQUA MARINE,,11,100.0
54,exact,13995,17637,JG BANHEIRO JOLITEX 2PC AGRA LISO AQUA MARINE,,8,100.0
55,exact,24510,24510,JG CAMA KING 4PC DIGITAL AMBAR ,,4,100.0
55,exact,24510,24514,JG CAMA KING 4PC DIGITAL AMBAR,,2,100.0
56,exact,26171,26171,JG CAMA KING PREMIUM 150 FIOS,,14,100.0
56,exact,26171,28162,JG CAMA KING PREMIUM 150 FIOS,,2,100.0
57,exact,28163,28163,JG CAMA KING PREMIUM 150 FIOS KAKI,,2,100.0
57,exact,28163,27955,JG CAMA KING PREMIUM 150 FIOS KAKI,,1,100.0
58,exact,27998,27998,JG CAMA QUEEN LAZIO 300 FIOS,,1,100.0
58,exact,27998,27997,JG CAMA QUEEN LAZIO 300 FIOS,,1,100.0
59,exact,28164,28164,JG CAMA QUEEN PREMIUM 150 FIOS KAKI,,2,100.0
59,exact,28164,27958,JG CAMA QUEEN PREMIUM 150 FIOS KAKI,,1,100.0
60,exact,22098,22098,JG COZINHA DAMASCO PIENZATEX SORTIDO,,110,100.0
60,exact,22098,24534,JG COZINHA DAMASCO PIENZATEX SORTIDO,,27,100.0
61,exact,9456,9456,JG COZINHA JOLITEX GOURMET 3PC VARIADOS,,183,100.0
61,exact,9456,18672,JG COZINHA JOLITEX GOURMET 3PC VARIADOS,,56,100.0
62,exact,29438,29438,JG DE CAMA CASAL QUEEN PROVENCA V,,2,100.0
62,exact,29438,29441,JG DE CAMA CASAL QUEEN PROVENCA V,,1,100.0
63,exact,27387,27387,JG LENCOL KING 4PC TOQUE DE SEDA BEGE,,7,100.0
63,exact,27387,27385,JG LENCOL KING 4PC TOQUE DE SEDA BEGE,,1,100.0
64,exact,26390,26390,JG TAPETE 3PC BOUCLE ESSETIAL COR UNICO,,1,100.0
64,exact,26390,26389,JG TAPETE 3PC BOUCLE ESSETIAL COR UNICO,,1,100.0
65,exact,29404,29404,JOGO BANHEIRO 2 PCS LOS ANGELES ,,3,100.0
65,exact,29404,29403,JOGO BANHEIRO 2 PCS LOS ANGELES,,1,100.0
66,exact,22346,22346,KIT COBRE LEITO ULTRA LISSE CASAL SORTIDO,,80,100.0
66,exact,22346,24553,KIT COBRE LEITO ULTRA LISSE CASAL SORTIDO,,53,100.0
67,exact,22347,22347,KIT COBRE LEITO ULTRA LISSE QUEEN SORTIDO ,,54,100.0
67,exact,22347,24554,KIT COBRE LEITO ULTRA LISSE QUEEN SORTIDO,,50,100.0
68,exact,14306,14306,KIT JG AMERICANO C ARGOLA 2025,,50,100.0
68,exact,14306,22562,KIT JG AMERICANO C ARGOLA 2025,,16,100.0
69,exact,25758,25758,LENCOL CASA DAS REDES,,183,100.0
69,exact,25758,27773,LENCOL  CASA DAS REDES,,60,100.0
70,exact,25830,25830,LENCOL CS PRIORI ESTAMPADO ,,13,100.0
70,exact,25830,25831,LENCOL CS PRIORI ESTAMPADO ,,7,100.0
71,exact,18504,18504,LENCOL KING C ELASTICO ROYAL ROSA,,18,100.0
71,exact,18504,15790,LENCOL KING C ELASTICO ROYAL ROSA,,5,100.0
72,exact,15787,15787,LENCOL QUEEN C ELASTICO ROYAL TURQUESA 6739,,68,100.0
72,exact,15787,23814,LENCOL QUEEN C ELASTICO ROYAL TURQUESA,,5,100.0
73,exact,6633,6633,LENCOL QUEEN C ELASTICO ROYAL VERDE ,,12,100.0
73,exact,6633,13218,LENCOL QUEEN C ELASTICO ROYAL VERDE 7398,,1,100.0
74,exact,18600,18600,LENCOL ST C ELASTICO ROYAL INDIGO 6393,,24,100.0
74,exact,18600,23817,LENCOL ST C ELASTICO ROYAL INDIGO,,3,100.0
75,exact,24928,24928,PANO COPA  OFERTA,,45,100.0
75,exact,24928,24795,PANO COPA OFERTA,,29,100.0
76,exact,26486,26486,PIJAMA ABERTO MANGA CURTA R.2208,,9,100.0
76,exact,26486,27162,PIJAMA ABERTO MANGA CURTA R.2208,,5,100.0
77,exact,4561,4561,PIJAMA SUEDE CURTO C MANGA DOCE SONHO R.0019,,14,100.0
77,exact,4561,287,PIJAMA SUEDE CURTO C MANGA DOCE SONHO R.0019,,2,100.0
78,exact,24902,24902,PORTA TRAVESSEIRO MILAO COLOR ART SORTIDA,,45,100.0
78,exact,24902,24903,PORTA TRAVESSEIRO MILAO COLOR ART SORTIDA,,35,100.0
79,exact,25743,25743,PORTA TRAVESSEIRO VIDA BELA ,,5,100.0
79,exact,25743,25742,PORTA TRAVESSEIRO VIDA BELA ,,2,100.0
79,exact,25743,25744,PORTA TRAVESSEIRO VIDA BELA ,,1,100.0
80,exact,20744,20744,"PROMOCAO 25,00",,133,100.0
80,exact,20744,23868,"PROMOCAO 25,00",,62,100.0
81,exact,20989,20989,"PROMOCAO 29,00",,57,100.0
81,exact,20989,23870,"PROMOCAO 29,00",,29,100.0
82,exact,18132,18132,"PROMOCAO 29,90",,90,100.0
82,exact,18132,24841,"PROMOCAO 29,90",,5,100.0
83,exact,26312,26312,"PROMOCAO 5,00",,69,100.0
83,exact,26312,18133,"PROMOCAO 5,00 2025",,69,100.0
83,exact,26312,22535,"PROMOCAO 5,00 2021",,44,100.0
84,exact,26632,26632,ROUPAO HEDRONS PLUSH TWEED M BRANCO,,2,100.0
84,exact,26632,17472,ROUPAO HEDRONS PLUSH TWEED M BRANCO,,2,100.0
85,exact,21937,21937,SAMBA CANCAO PAULIENE R.9462,,6,100.0
85,exact,21937,21936,SAMBA CANCAO PAULIENE R.9462,,1,100.0
86,exact,25802,25802,"TAPETE BLOUCLE SICILIA 45X1,20 CINZA",,8,100.0
86,exact,25802,25801,"TAPETE BLOUCLE SICILIA 45X1,20 CINZA",,8,100.0
87,exact,25990,25990,TAPETE BOUCLE COZINHA PRIME 45 X 65 ,,3,100.0
87,exact,25990,25991,TAPETE BOUCLE COZINHA PRIME 45 X 65,,2,100.0
88,exact,26921,26921,"TAPETE BOUCLE ESSENTIAL 39X1,08",,11,100.0
88,exact,26921,26923,"TAPETE BOUCLE ESSENTIAL 39X1,08",,9,100.0
88,exact,26921,26925,"TAPETE BOUCLE ESSENTIAL 39X1,08",,5,100.0
88,exact,26921,27303,"TAPETE BOUCLE ESSENTIAL 39X1,08",,4,100.0
88,exact,26921,27301,"TAPETE BOUCLE ESSENTIAL 39X1,08",,4,100.0
89,exact,26920,26920,TAPETE BOUCLE ESSENTIAL 39X59,,9,100.0
89,exact,26920,26922,TAPETE BOUCLE ESSENTIAL 39X59,,7,100.0
89,exact,26920,26924,TAPETE BOUCLE ESSENTIAL 39X59,,3,100.0
89,exact,26920,27302,TAPETE BOUCLE ESSENTIAL 39X59,,3,100.0
90,exact,26917,26917,TAPETE BOUCLE NATALINO 40X60,,56,100.0
90,exact,26917,26919,TAPETE BOUCLE NATALINO 40X60,,26,100.0
90,exact,26917,26918,TAPETE BOUCLE NATALINO 40X60,,8,100.0
91,exact,28891,28891,TAPETE COZINHA JAQUARD MUNIQUE 45 X 75 BEGE,,7,100.0
91,exact,28891,30033,TAPETE COZINHA JAQUARD MUNIQUE 45 X 75 BEGE,,1,100.0
92,exact,28328,28328,TAPETE PET VINILICO 46 X 26 TURQUESA ,,20,100.0
92,exact,28328,28326,TAPETE PET VINILICO 46 X 26 TURQUESA ,,7,100.0
93,exact,22819,22819,TAPETE PORTA LUTON 40 X 60 ,,7,100.0
93,exact,22819,22822,TAPETE PORTA LUTON  40 X 60 ,,5,100.0
93,exact,22819,22820,TAPETE PORTA LUTON 40 X 60,,5,100.0
94,exact,24634,24634,TOALHA BANHAO CRISTAL C RENDA BRANCA ,,6,100.0
94,exact,24634,24635,TOALHA BANHAO CRISTAL C RENDA BRANCA ,,4,100.0
95,exact,23961,23961,TOALHA BANHO ALGODAO EGIPCIO BEGE,,13,100.0
95,exact,23961,23248,TOALHA BANHO ALGODAO EGIPCIO BEGE,,2,100.0
96,exact,23451,23451,TOALHA BANHO AVELUDADO INFANTIL CINDERELA,,11,100.0
96,exact,23451,22961,TOALHA BANHO AVELUDADO INFANTIL CINDERELA,,5,100.0
97,exact,24672,24672,TOALHA BANHO FELPUDO PRINCESA SOFIA ,,46,100.0
97,exact,24672,23457,TOALHA BANHO FELPUDO PRINCESA SOFIA,,25,100.0
98,exact,26892,26892,TOALHA BANHO FELPUDO PRIORI LISO LARANJA ,,42,100.0
98,exact,26892,26907,TOALHA BANHO FELPUDO PRIORI LISO LARANJA,,12,100.0
99,exact,12501,12501,TOALHA BANHO ROYAL AMARELO ,,14,100.0
99,exact,12501,6357,TOALHA BANHO ROYAL AMARELO ,,3,100.0
100,exact,9584,9584,TOALHA BANHO ROYAL AZUL 6467,,18,100.0
100,exact,9584,18659,TOALHA BANHO ROYAL AZUL ,,3,100.0
100,exact,9584,5616,TOALHA BANHO ROYAL AZUL 6110,,1,100.0
101,exact,15719,15719,TOALHA BANHO ROYAL ROSA 3326,,35,100.0
101,exact,15719,18657,TOALHA BANHO ROYAL ROSA,,10,100.0
101,exact,15719,9579,TOALHA BANHO ROYAL ROSA 3155,,1,100.0
102,exact,15722,15722,TOALHA BANHO ROYAL TURQUESA 7032,,35,100.0
102,exact,15722,5613,TOALHA BANHO ROYAL TURQUESA 6652,,1,100.0
103,exact,16216,16216,TOALHA BANHO ROYAL VERDE 7155,,37,100.0
103,exact,16216,18660,TOALHA BANHO ROYAL VERDE,,7,100.0
103,exact,16216,9583,TOALHA BANHO ROYAL VERDE 7112,,1,100.0
104,exact,18658,18658,TOALHA BANHO ROYAL VINHO,,15,100.0
104,exact,18658,7499,TOALHA BANHO ROYAL VINHO 4032,,8,100.0
105,exact,28373,28373,TOALHA BANHO VELOUR JACQUARD PEROLA LISO 9515,,21,100.0
105,exact,28373,28377,TOALHA BANHO VELOUR JACQUARD PEROLA LISO 10364,,18,100.0
105,exact,28373,28375,TOALHA BANHO VELOUR JACQUARD PEROLA LISO 11069,,15,100.0
105,exact,28373,28379,TOALHA BANHO VELOUR JACQUARD PEROLA LISO 11435,,15,100.0
106,exact,29578,29578,TOALHA FELPA BANHO SOUL EXTRA SOFT COR 1124,,22,100.0
106,exact,29578,29564,TOALHA FELPA BANHO SOUL EXTRA SOFT COR 1820,,17,100.0
106,exact,29578,29572,TOALHA FELPA BANHO SOUL EXTRA SOFT COR 3003,,14,100.0
106,exact,29578,29579,TOALHA FELPA BANHO SOUL EXTRA SOFT COR 1747,,9,100.0
107,exact,29573,29573,TOALHA FELPA ROSTO SOUL EXTRA SOFT COR 1011,,13,100.0
107,exact,29573,29565,TOALHA FELPA ROSTO SOUL EXTRA SOFT COR 1820,,10,100.0
107,exact,29573,29580,TOALHA FELPA ROSTO SOUL EXTRA SOFT COR 1124,,6,100.0
107,exact,29573,29581,TOALHA FELPA ROSTO SOUL EXTRA SOFT COR 1747,,6,100.0
107,exact,29573,29574,TOALHA FELPA ROSTO SOUL EXTRA SOFT COR 3003,,4,100.0
108,exact,26665,26665,TOALHA P/ PISO VELOUR ROMANCE LISO ROSA,,10,100.0
108,exact,26665,29286,TOALHA P/ PISO VELOUR ROMANCE LISO ROSA,,5,100.0
109,exact,27070,27070,TOALHA P/PES GOIABA,,2,100.0
109,exact,27070,27069,TOALHA P/PES GOIABA,,2,100.0
110,exact,27071,27071,TOALHA P/PES VERDE,,2,100.0
110,exact,27071,27067,TOALHA P/PES VERDE ,,2,100.0
111,exact,23952,23952,TOALHA ROSTO  ALGODAO EGIPCIO BEGE,,6,100.0
111,exact,23952,23254,TOALHA ROSTO ALGODAO EGIPCIO BEGE,,2,100.0
112,exact,23699,23699,TOALHA ROSTO BOUTON FLORA BRANCO,,5,100.0
112,exact,23699,23700,TOALHA ROSTO BOUTON FLORA BRANCO,,3,100.0
113,exact,18664,18664,TOALHA ROSTO ROYAL AZUL,,7,100.0
113,exact,18664,7509,TOALHA ROSTO ROYAL AZUL 6467,,7,100.0
113,exact,18664,9591,TOALHA ROSTO ROYAL AZUL 6280,,6,100.0
114,exact,15723,15723,TOALHA ROSTO ROYAL ROSA 3326,,9,100.0
114,exact,15723,18662,TOALHA ROSTO ROYAL ROSA,,2,100.0
115,exact,16219,16219,TOALHA ROSTO ROYAL VERDE,,11,100.0
115,exact,16219,13159,TOALHA ROSTO ROYAL VERDE,,5,100.0
115,exact,16219,18665,TOALHA ROSTO ROYAL VERDE,,1,100.0
116,exact,28595,28595,TOALHA ROSTO SUPER SOFT ZERO CINZA,,18,100.0
116,exact,28595,28149,TOALHA ROSTO SUPER SOFT ZERO CINZA,,1,100.0
117,exact,28374,28374,TOALHA ROSTO VELOUR JACQUARD PEROLA LISO 11069,,7,100.0
117,exact,28374,28376,TOALHA ROSTO VELOUR JACQUARD PEROLA LISO 10364,,6,100.0
117,exact,28374,28380,TOALHA ROSTO VELOUR JACQUARD PEROLA LISO 12365,,4,100.0
118,exact,24970,24970,TRILHO MESA NATALINO BORDADO CANDLES,,7,100.0
118,exact,24970,24971,TRILHO MESA NATALINO BORDADO CANDLES,,6,100.0
119,exact,24972,24972,TRILHO MESA NATALINO BORDADO FINERY,,6,100.0
119,exact,24972,24973,TRILHO MESA NATALINO BORDADO FINERY,,3,100.0
120,exact,24969,24969,TRILHO MESA NATALINO BORDADO POINSETIA,,4,100.0
120,exact,24969,24968,TRILHO MESA NATALINO BORDADO POINSETIA,,4,100.0
121,exact,19710,19710,JG CAMA KING ALTENBURG IN COTTON VERTICES ,ALTENBURG,1,100.0
121,exact,19710,19734,JG CAMA KING ALTENBURG IN COTTON VERTICES ,ALTENBURG,1,100.0
122,exact,19051,19051,PROTETOR KING ALTENBURG RIVIERA,ALTENBURG,98,100.0
122,exact,19051,25678,PROTETOR KING ALTENBURG RIVIERA,ALTENBURG,40,100.0
123,exact,12762,12762,TOALHA LAVABO DOHLER ARTESANALLE MARFIM,ARTESANALLE,85,100.0
123,exact,12762,25657,TOALHA LAVABO DOHLER ARTESANALLE MARFIM,ARTESANALLE,18,100.0
124,exact,11903,11903,TOALHA ROSTO DOHLER ARTESANALLE GOIABA 5394,ARTESANALLE,24,100.0
124,exact,11903,19351,TOALHA ROSTO DOHLER ARTESANALLE GOIABA,ARTESANALLE,21,100.0
125,exact,19608,19608,TOALHA BANHO ARTEX LE BAIN BRANCO,ARTEX,8,100.0
125,exact,19608,20952,TOALHA BANHO ARTEX LE BAIN BRANCO,ARTEX,5,100.0
126,exact,19612,19612,TOALHA ROSTO ARTEX LE BAIN BRANCO,ARTEX,4,100.0
126,exact,19612,20958,TOALHA ROSTO ARTEX LE BAIN BRANCO,ARTEX,3,100.0
127,exact,18066,18066,CJ TOALHA 2PC BUD CLASSIC BEGE,BUD,1,100.0
127,exact,18066,18143,CJ TOALHA 2PC BUD CLASSIC BEGE,BUD,1,100.0
128,exact,13048,13048,COBRE LEITO CS QUEEM BUD VILLAGE VERDE,BUD,2,100.0
128,exact,13048,13049,COBRE LEITO CS QUEEM BUD VILLAGE VERDE,BUD,1,100.0
129,exact,20852,20852,EDREDOM QUEEN BUD VISION BEGE,BUD,3,100.0
129,exact,20852,20853,EDREDOM QUEEN BUD VISION BEGE,BUD,2,100.0
130,exact,18359,18359,FRONHA 1PC BUD BASIC PREMIUM AZUL,BUD,6,100.0
130,exact,18359,20465,FRONHA 1PC BUD BASIC PREMIUM AZUL ,BUD,2,100.0
131,exact,20463,20463,FRONHA 1PC BUD BASIC PREMIUM BEGE ,BUD,4,100.0
131,exact,20463,18357,FRONHA 1PC BUD BASIC PREMIUM BEGE,BUD,3,100.0
132,exact,18358,18358,FRONHA 1PC BUD BASIC PREMIUM VERDE,BUD,3,100.0
132,exact,18358,20464,FRONHA 1PC BUD BASIC PREMIUM VERDE ,BUD,1,100.0
133,exact,11677,11677,JG TOALHA 5PC BUD CRYSTAL BRANCO ,BUD,17,100.0
133,exact,11677,20651,JG TOALHA 5PC BUD CRYSTAL BRANCO,BUD,11,100.0
134,exact,16371,16371,JG TOALHA 5PC BUD FIO PENTEADO AZUL,BUD,4,100.0
134,exact,16371,21631,JG TOALHA 5PC BUD FIO PENTEADO AZUL ,BUD,2,100.0
135,exact,14938,14938,JG TOALHA 5PC BUD FIO PENTEADO AZUL C AZUL CLARO,BUD,5,100.0
135,exact,14938,12423,JG TOALHA 5PC BUD FIO PENTEADO AZUL C AZUL CLARO,BUD,1,100.0
136,exact,21215,21215,JG TOALHA 5PC BUD FIO PENTEADO BEGE ,BUD,5,100.0
136,exact,21215,19790,JG TOALHA 5PC BUD FIO PENTEADO BEGE ,BUD,4,100.0
136,exact,21215,25887,JG TOALHA 5PC BUD FIO PENTEADO BEGE,BUD,1,100.0
137,exact,25888,25888,JG TOALHA 5PC BUD FIO PENTEADO CINZA,BUD,1,100.0
137,exact,25888,24225,JG TOALHA 5PC BUD FIO PENTEADO CINZA,BUD,1,100.0
138,exact,14168,14168,JG TOALHA 5PC BUD FIO PENTEADO VERDE,BUD,7,100.0
138,exact,14168,17526,JG TOALHA 5PC BUD FIO PENTEADO VERDE,BUD,5,100.0
138,exact,14168,21216,JG TOALHA 5PC BUD FIO PENTEADO VERDE ,BUD,3,100.0
138,exact,14168,16370,JG TOALHA 5PC BUD FIO PENTEADO VERDE,BUD,2,100.0
138,exact,14168,25889,JG TOALHA 5PC BUD FIO PENTEADO VERDE,BUD,1,100.0
139,exact,22545,22545,JG TOALHA 5PC BUD LOLIPOP BEGE ,BUD,5,100.0
139,exact,22545,24999,JG TOALHA 5PC BUD LOLIPOP BEGE,BUD,3,100.0
140,exact,15961,15961,JG TOALHA 5PC BUD LOLIPOP MARFIM,BUD,7,100.0
140,exact,15961,4331,JG TOALHA 5PC BUD LOLIPOP MARFIM ,BUD,4,100.0
141,exact,21350,21350,JG TOALHA 5PC BUD  MOMA GRAFITE,BUD,3,100.0
141,exact,21350,21373,JG TOALHA 5PC BUD MOMA GRAFITE ,BUD,2,100.0
142,exact,29055,29055,JG TOALHA 5PC BUD OSCAR 1082,BUD,1,100.0
142,exact,29055,29053,JG TOALHA 5PC BUD OSCAR 1756,BUD,1,100.0
142,exact,29055,29054,JG TOALHA 5PC BUD OSCAR 1867,BUD,1,100.0
