group_id,match_type,canonical_id,product_id,description,brand,sale_count,similarity
404,exact,18613,18613,TOALHA PRAIA AVELUDADA DOHLER SNOOPY,DOHLER,6,100.0
404,exact,18613,18614,TOALHA PRAIA AVELUDADA DOHLER SNOOPY,DOHLER,4,100.0
405,exact,19283,19283,TOALHA PRAIA DOHLER AVELUDADA SUPER MARIO ,DOHLER,27,100.0
405,exact,19283,21914,TOALHA PRAIA DOHLER AVELUDADA SUPER MARIO ,DOHLER,8,100.0
406,exact,17878,17878,TOALHA PRAIA DOHLER FIO TINTO C/ FRANJA,DOHLER,5,100.0
406,exact,17878,17760,TOALHA PRAIA DOHLER FIO TINTO C/ FRANJA,DOHLER,3,100.0
407,exact,29308,29308,TOALHA PRAIA FELP. DOHLER FIO TINTO COM FRANJA,DOHLER,3,100.0
407,exact,29308,29307,TOALHA PRAIA FELP. DOHLER FIO TINTO COM FRANJA ,DOHLER,2,100.0
408,exact,15211,15211,TOALHA ROSTO DOHLER CONFORT AZUL,DOHLER,63,100.0
408,exact,15211,26889,TOALHA ROSTO DOHLER CONFORT  AZUL,DOHLER,9,100.0
408,exact,15211,19203,TOALHA ROSTO DOHLER CONFORT AZUL ,DOHLER,9,100.0
409,exact,15209,15209,TOALHA ROSTO DOHLER CONFORT BRANCO,DOHLER,136,100.0
409,exact,15209,21126,TOALHA ROSTO DOHLER CONFORT  BRANCO,DOHLER,52,100.0
409,exact,15209,26885,TOALHA ROSTO DOHLER CONFORT  BRANCO ,DOHLER,29,100.0
410,exact,14817,14817,TOALHA ROSTO DOHLER CONFORT MARFIM,DOHLER,144,100.0
410,exact,14817,22523,TOALHA ROSTO DOHLER CONFORT MARFIM,DOHLER,28,100.0
411,exact,21094,21094,TOALHA ROSTO DOHLER  CONFORT MUSGO,DOHLER,44,100.0
411,exact,21094,21851,TOALHA ROSTO DOHLER CONFORT MUSGO,DOHLER,39,100.0
412,exact,19097,19097,TOALHA ROSTO DOHLER GREGA BEGE,DOHLER,49,100.0
412,exact,19097,21159,TOALHA ROSTO DOHLER GREGA BEGE,DOHLER,48,100.0
413,exact,19649,19649,TOALHA ROSTO DOHLER LU AZUL ,DOHLER,35,100.0
413,exact,19649,22544,TOALHA ROSTO DOHLER LU AZUL ,DOHLER,30,100.0
414,exact,19648,19648,TOALHA ROSTO DOHLER LU MARFIM,DOHLER,56,100.0
414,exact,19648,22543,TOALHA ROSTO DOHLER LU MARFIM,DOHLER,38,100.0
415,exact,24131,24131,TOALHA ROSTO DOHLER PREMIUM,DOHLER,14,100.0
415,exact,24131,24130,TOALHA ROSTO DOHLER PREMIUM,DOHLER,12,100.0
415,exact,24131,24138,TOALHA ROSTO DOHLER PREMIUM,DOHLER,10,100.0
415,exact,24131,24139,TOALHA ROSTO DOHLER PREMIUM ,DOHLER,10,100.0
415,exact,24131,22955,TOALHA ROSTO DOHLER PREMIUM ,DOHLER,6,100.0
415,exact,24131,27610,TOALHA ROSTO DOHLER PREMIUM ,DOHLER,4,100.0
416,exact,24133,24133,TOALHA ROSTO DOHLER PREMIUM AZUL,DOHLER,11,100.0
416,exact,24133,24129,TOALHA ROSTO DOHLER PREMIUM AZUL,DOHLER,8,100.0
417,exact,27463,27463,TOALHA ROSTO DOHLER PRIORI VERDE,DOHLER,48,100.0
417,exact,27463,27264,TOALHA ROSTO DOHLER PRIORI VERDE,DOHLER,18,100.0
418,exact,16501,16501,TOALHA ROSTO DOHLER PRISMA NOVA AZUL,DOHLER,102,100.0
418,exact,16501,12004,TOALHA ROSTO DOHLER PRISMA NOVA AZUL,DOHLER,53,100.0
419,exact,5839,5839,TOALHA ROSTO DOHLER PRISMA NOVA BEGE 6719,DOHLER,260,100.0
419,exact,5839,12005,TOALHA ROSTO DOHLER PRISMA NOVA BEGE,DOHLER,77,100.0
420,exact,13112,13112,TOALHA ROSTO DOHLER PRISMA NOVA VERDE,DOHLER,129,100.0
420,exact,13112,16500,TOALHA ROSTO DOHLER PRISMA NOVA VERDE,DOHLER,96,100.0
420,exact,13112,12003,TOALHA ROSTO DOHLER PRISMA NOVA VERDE,DOHLER,84,100.0
421,exact,12766,12766,TOALHA TIME DOHLER FORTALEZA 01,DOHLER,11,100.0
421,exact,12766,8265,TOALHA TIME DOHLER FORTALEZA 01 REVISADO,DOHLER,9,100.0
422,exact,20968,20968,TOALHA TIME DOHLER GREMIO ,DOHLER,9,100.0
422,exact,20968,12971,TOALHA TIME DOHLER GREMIO,DOHLER,4,100.0
423,exact,22539,22539,"TRILHO MESA DOHLER GENEBRA NATAL 35 X 1,00",DOHLER,14,100.0
423,exact,22539,22540,"TRILHO MESA DOHLER GENEBRA NATAL 35 X 1,00",DOHLER,10,100.0
424,exact,10215,10215,TRILHO MESA DOHLER NATAL 35X100,DOHLER,3,100.0
424,exact,10215,10216,TRILHO MESA DOHLER NATAL 35X100,DOHLER,2,100.0
425,exact,14322,14322,FRONHA 1PC INNOVI KACYUMARA,KACYUMARA,4,100.0
425,exact,14322,14323,FRONHA 1PC INNOVI KACYUMARA,KACYUMARA,3,100.0
425,exact,14322,14321,FRONHA 1PC INNOVI KACYUMARA,KACYUMARA,1,100.0
426,exact,12127,12127,FRONHA 1PC KACYUMARA INNOVI PALHA,KACYUMARA,3,100.0
426,exact,12127,13084,FRONHA 1PC KACYUMARA INNOVI PALHA,KACYUMARA,2,100.0
427,exact,17030,17030,JG CAMA CS KACYUMARA VIDA BELA,KACYUMARA,2,100.0
427,exact,17030,17029,JG CAMA CS KACYUMARA VIDA BELA,KACYUMARA,2,100.0
428,exact,17025,17025,KIT COLCHA ST KACYUMARA INNOVI,KACYUMARA,6,100.0
428,exact,17025,17026,KIT COLCHA ST KACYUMARA INNOVI,KACYUMARA,3,100.0
429,exact,14213,14213,TAPETE DE COZINHA KACYUMARA,KACYUMARA,2,100.0
429,exact,14213,14214,TAPETE DE COZINHA KACYUMARA,KACYUMARA,1,100.0
430,exact,27,27,TOALHA MESA KARSTEN REDONDA PROMOCAO,KARSTEN,6,100.0
430,exact,27,15031,TOALHA MESA KARSTEN REDONDA PROMOCAO,KARSTEN,6,100.0
430,exact,27,2918,TOALHA MESA KARSTEN REDONDA PROMOCAO,KARSTEN,2,100.0
431,exact,19989,19989,EDREDON ST LEPPER PATRULHA CANINA MENINO ,LEPPER,2,100.0
431,exact,19989,19987,EDREDON ST LEPPER PATRULHA CANINA MENINO ,LEPPER,1,100.0
432,exact,19367,19367,JG CAMA ST LEPPER 2PC FROZEN ,LEPPER,2,100.0
432,exact,19367,22193,JG CAMA ST LEPPER 2PC FROZEN ,LEPPER,2,100.0
433,exact,19363,19363,JG CAMA ST LEPPER 2PC PATRULHA CANINA MENINA,LEPPER,6,100.0
433,exact,19363,22186,JG CAMA ST LEPPER 2PC PATRULHA CANINA MENINA ,LEPPER,4,100.0
434,exact,19365,19365,JG CAMA ST LEPPER 2PC SPIDER MAN,LEPPER,7,100.0
434,exact,19365,24260,JG CAMA ST LEPPER 2PC SPIDER MAN,LEPPER,6,100.0
435,exact,8212,8212,JG CAMA ST LEPPER MONSTER HIGH REVISADO,LEPPER,4,100.0
435,exact,8212,11519,JG CAMA ST LEPPER MONSTER HIGH,LEPPER,3,100.0
435,exact,8212,8213,JG CAMA ST LEPPER MONSTER HIGH 100 REVISADO,LEPPER,2,100.0
436,exact,17998,17998,JG CAMA ST LEPPER SPIDER MAN,LEPPER,6,100.0
436,exact,17998,17377,JG CAMA ST LEPPER SPIDER MAN,LEPPER,2,100.0
437,exact,21394,21394,JG CAMA ST LEPPER SPIDER MAN 2PC,LEPPER,9,100.0
437,exact,21394,12339,JG CAMA ST LEPPER SPIDER MAN 2PC,LEPPER,9,100.0
438,exact,23062,23062,JG CAMA ST MICROFIBRA 2PC LEPPER MINNIE ,LEPPER,3,100.0
438,exact,23062,23469,JG CAMA ST MICROFIBRA 2PC LEPPER MINNIE ,LEPPER,2,100.0
439,exact,21004,21004,MANTA LEPPER BORDADA BICHINHO BEBE MINI,LEPPER,2,100.0
439,exact,21004,21005,MANTA LEPPER BORDADA BICHINHO BEBE MINI ,LEPPER,1,100.0
440,exact,20394,20394,ROUPAO AVELUDADO LEPPER LOL G ,LEPPER,7,100.0
440,exact,20394,23054,ROUPAO AVELUDADO LEPPER LOL G,LEPPER,2,100.0
441,exact,20393,20393,ROUPAO AVELUDADO LEPPER LOL M ,LEPPER,8,100.0
441,exact,20393,23052,ROUPAO AVELUDADO LEPPER LOL M,LEPPER,3,100.0
442,exact,17375,17375,ROUPAO AVELUDADO  LEPPER PATRULHA CANINA P,LEPPER,10,100.0
442,exact,17375,19323,ROUPAO AVELUDADO LEPPER PATRULHA CANINA P,LEPPER,5,100.0
442,exact,17375,19325,ROUPAO AVELUDADO LEPPER PATRULHA CANINA P,LEPPER,4,100.0
443,exact,29401,29401,ROUPAO FELPUDO LEPPER ADULTO CURTO HAVAI,LEPPER,4,100.0
443,exact,29401,29402,ROUPAO FELPUDO LEPPER ADULTO CURTO HAVAI,LEPPER,3,100.0
444,exact,18517,18517,ROUPAO INFANTIL AVELUDADO LEPPER UNICORNIO P,LEPPER,8,100.0
444,exact,18517,18520,ROUPAO INFANTIL AVELUDADO LEPPER UNICORNIO P,LEPPER,7,100.0
445,exact,29391,29391,ROUPAO INFANTIL LEPPER  PATRULHA CANINA 2 A 7  ,LEPPER,3,100.0
445,exact,29391,29394,ROUPAO INFANTIL LEPPER PATRULHA CANINA 2 A 7,LEPPER,2,100.0
446,exact,13140,13140,ROUPAO LEPPER C CAPUZ FLEECE MINI PP,LEPPER,9,100.0
446,exact,13140,13139,ROUPAO LEPPER C CAPUZ FLEECE MINI PP,LEPPER,8,100.0
446,exact,13140,13141,ROUPAO LEPPER C CAPUZ FLEECE MINI PP,LEPPER,5,100.0
447,exact,5656,5656,ROUPAO LEPPER LAGUNA VERAO M LILAS REVISADO,LEPPER,3,100.0
447,exact,5656,11866,ROUPAO LEPPER LAGUNA VERAO M LILAS,LEPPER,2,100.0
448,exact,16887,16887,ROUPAO LEPPER VERAO ANIMALE M,LEPPER,8,100.0
448,exact,16887,16888,ROUPAO LEPPER VERAO ANIMALE M,LEPPER,8,100.0
448,exact,16887,16886,ROUPAO LEPPER VERAO ANIMALE M,LEPPER,5,100.0
449,exact,20996,20996,TOALHA AVELUDADA LEPPER PATRULHA CANINA MENINA ,LEPPER,8,100.0
449,exact,20996,24265,TOALHA AVELUDADA LEPPER PATRULHA CANINA MENINA,LEPPER,4,100.0
449,exact,20996,19988,TOALHA AVELUDADA LEPPER PATRULHA CANINA MENINA,LEPPER,4,100.0
450,exact,17379,17379,TOALHA FELPUDA LEPPER SPIDER MAN,LEPPER,59,100.0
450,exact,17379,21393,TOALHA FELPUDA LEPPER SPIDER MAN ,LEPPER,6,100.0
451,exact,16877,16877,TOALHA INFANTIL LEPPER AVELUDADA PATRULHA CANINA ,LEPPER,33,100.0
451,exact,16877,17405,TOALHA INFANTIL LEPPER AVELUDADA PATRULHA CANINA ,LEPPER,16,100.0
452,exact,11870,11870,TOALHA INFANTIL LEPPER BARBIE BUTTERFLY,LEPPER,3,100.0
452,exact,11870,10358,TOALHA INFANTIL LEPPER BARBIE BUTTERFLY,LEPPER,3,100.0
453,exact,11950,11950,TOALHA INFANTIL LEPPER FROZEN AVELUDADA,LEPPER,10,100.0
453,exact,11950,18286,TOALHA INFANTIL LEPPER FROZEN AVELUDADA,LEPPER,5,100.0
454,exact,2462,2462,TOALHA MESA LEPPER RENDA VENEZUELA 140 X 140 REVISADO,LEPPER,22,100.0
454,exact,2462,3726,TOALHA MESA LEPPER RENDA VENEZUELA 140 X 200 REVISADO,LEPPER,7,100.0
455,exact,29387,29387,TOALHA TIME LEPPER SAO PAULO ,LEPPER,13,100.0
455,exact,29387,27516,TOALHA TIME LEPPER SAO PAULO,LEPPER,9,100.0
456,exact,29577,29577,JG FELPA 5 PCS LIZ EXTRA SOFT COR 1011,LIZ,4,100.0
456,exact,29577,29570,JG FELPA 5 PCS LIZ EXTRA SOFT COR 1771,LIZ,2,100.0
457,exact,21276,21276,ABRACADEIRA NIAZITEX MARCIA KAKI ,NIAZITEX,7,100.0
457,exact,21276,20787,ABRACADEIRA NIAZITEX MARCIA KAKI ,NIAZITEX,5,100.0
458,exact,20767,20767,COBRE LEITO CS NIAZITEX ALBA ESTAMPADO,NIAZITEX,4,100.0
458,exact,20767,20761,COBRE LEITO CS NIAZITEX ALBA ESTAMPADO,NIAZITEX,3,100.0
458,exact,20767,20764,COBRE LEITO CS NIAZITEX ALBA ESTAMPADO,NIAZITEX,3,100.0
459,exact,20752,20752,COBRE LEITO CS  NIAZITEX PARMA ESTAMPADO ,NIAZITEX,8,100.0
459,exact,20752,20755,COBRE LEITO CS NIAZITEX PARMA ESTAMPADO,NIAZITEX,3,100.0
459,exact,20752,20758,COBRE LEITO CS NIAZITEX PARMA ESTAMPADO,NIAZITEX,3,100.0
460,exact,20765,20765,COBRE LEITO KING NIAZITEX ALBA ESTAMPADO,NIAZITEX,3,100.0
460,exact,20765,20768,COBRE LEITO KING NIAZITEX ALBA ESTAMPADO,NIAZITEX,2,100.0
460,exact,20765,20762,COBRE LEITO KING NIAZITEX ALBA ESTAMPADO,NIAZITEX,2,100.0
461,exact,20753,20753,COBRE LEITO KING NIAZITEX PARMA ESTAMPADO,NIAZITEX,8,100.0
461,exact,20753,20759,COBRE LEITO KING NIAZITEX PARMA ESTAMPADO,NIAZITEX,4,100.0
461,exact,20753,20756,COBRE LEITO KING NIAZITEX PARMA ESTAMPADO,NIAZITEX,2,100.0
462,exact,20769,20769,COBRE LEITO QUEEN NIAZITEX ALBA ESTAMPADO,NIAZITEX,4,100.0
462,exact,20769,20763,COBRE LEITO QUEEN NIAZITEX ALBA ESTAMPADO,NIAZITEX,3,100.0
462,exact,20769,20766,COBRE LEITO QUEEN NIAZITEX ALBA ESTAMPADO,NIAZITEX,3,100.0
463,exact,20754,20754,COBRE LEITO QUEEN NIAZITEX PARMA ESTAMPADO,NIAZITEX,9,100.0
463,exact,20754,20757,COBRE LEITO QUEEN NIAZITEX PARMA ESTAMPADO,NIAZITEX,4,100.0
463,exact,20754,20760,COBRE LEITO QUEEN NIAZITEX PARMA ESTAMPADO,NIAZITEX,2,100.0
464,exact,24332,24332,JG BANHEIRO 2PC BOUCLE NIAZITEX,NIAZITEX,7,100.0
464,exact,24332,24334,JG BANHEIRO 2PC BOUCLE NIAZITEX,NIAZITEX,7,100.0
464,exact,24332,24336,JG BANHEIRO 2PC BOUCLE NIAZITEX,NIAZITEX,7,100.0
464,exact,24332,24331,JG BANHEIRO 2PC BOUCLE NIAZITEX,NIAZITEX,3,100.0
464,exact,24332,24338,JG BANHEIRO 2PC BOUCLE NIAZITEX,NIAZITEX,3,100.0
464,exact,24332,24335,JG BANHEIRO 2PC BOUCLE NIAZITEX,NIAZITEX,3,100.0
464,exact,24332,24333,JG BANHEIRO 2PC BOUCLE NIAZITEX,NIAZITEX,2,100.0
465,exact,21647,21647,TAPETE BIDAR NIAZITEX SORTIDO ,NIAZITEX,57,100.0
465,exact,21647,23272,TAPETE BIDAR NIAZITEX SORTIDO,NIAZITEX,10,100.0
466,exact,23647,23647,TAPETE FARO NIAZITEX 150X200 DES 002,NIAZITEX,2,100.0
466,exact,23647,23646,TAPETE FARO NIAZITEX 150X200 DES 011,NIAZITEX,1,100.0
467,exact,21273,21273,TAPETE NIAZITEX COZINHA 3PC BOUCLE PRIME ,NIAZITEX,14,100.0
467,exact,21273,21274,TAPETE NIAZITEX COZINHA 3PC BOUCLE PRIME ,NIAZITEX,10,100.0
467,exact,21273,21272,TAPETE NIAZITEX COZINHA 3PC BOUCLE PRIME ,NIAZITEX,8,100.0
467,exact,21273,21271,TAPETE NIAZITEX COZINHA 3PC BOUCLE PRIME ,NIAZITEX,7,100.0
468,exact,21267,21267,"TAPETE NIAZITEX FARO 50 X 1,00 ",NIAZITEX,6,100.0
468,exact,21267,21268,"TAPETE NIAZITEX FARO 50 X 1,00 ",NIAZITEX,5,100.0
468,exact,21267,21266,"TAPETE NIAZITEX FARO  50 X 1,00  ",NIAZITEX,3,100.0
469,exact,20780,20780,TAPETE PORTA NIAZITEX LIMA 40 X 60 CINZA ,NIAZITEX,42,100.0
469,exact,20780,21665,TAPETE PORTA NIAZITEX LIMA 40 X 60 CINZA ,NIAZITEX,6,100.0
470,exact,20268,20268,TAPETE PORTA NIAZITEX LIMA  40 X 60 GRAFITE ,NIAZITEX,22,100.0
470,exact,20268,20782,TAPETE PORTA NIAZITEX LIMA 40 X 60 GRAFITE ,NIAZITEX,6,100.0
471,exact,28855,28855,JG AMERICANO DOURADO RAFIMEX,RAFIMEX,15,100.0
471,exact,28855,28853,JG AMERICANO DOURADO RAFIMEX,RAFIMEX,3,100.0
472,exact,24099,24099,JG AMERICANO RAFIMEX SUPREMO BRANCO,RAFIMEX,7,100.0
472,exact,24099,24096,JG AMERICANO RAFIMEX SUPREMO BRANCO,RAFIMEX,4,100.0
472,exact,24099,24102,JG AMERICANO RAFIMEX SUPREMO BRANCO,RAFIMEX,4,100.0
473,exact,22627,22627,ALMOFADA SANTISTA MADRI AZUL,SANTISTA,12,100.0
473,exact,22627,22628,ALMOFADA SANTISTA MADRI AZUL,SANTISTA,11,100.0
474,exact,19828,19828,CORTINA LONDRES SANTISTA BASIC ESTAMPADO ,SANTISTA,3,100.0
474,exact,19828,19829,CORTINA LONDRES SANTISTA BASIC ESTAMPADO,SANTISTA,2,100.0
475,exact,19476,19476,"CORTINA SANTISTA BARCELONA BASIC 2,80 X 2,30",SANTISTA,3,100.0
475,exact,19476,19477,"CORTINA SANTISTA BARCELONA BASIC 2,80 X 2,30",SANTISTA,3,100.0
476,exact,19163,19163,CORTINA SANTISTA BARCELONA BASIC 280X180,SANTISTA,8,100.0
476,exact,19163,19161,CORTINA SANTISTA BARCELONA BASIC 280X180,SANTISTA,7,100.0
476,exact,19163,19162,CORTINA SANTISTA BARCELONA BASIC 280X180,SANTISTA,3,100.0
477,exact,14254,14254,CORTINA SANTISTA DISNEY BLACKOUT 280X180,SANTISTA,4,100.0
477,exact,14254,14255,CORTINA SANTISTA DISNEY BLACKOUT 280X180,SANTISTA,3,100.0
478,exact,19507,19507,CORTINA SANTISTA ISTAMBUL BASIC ,SANTISTA,3,100.0
478,exact,19507,19508,CORTINA SANTISTA ISTAMBUL BASIC ,SANTISTA,1,100.0
479,exact,19827,19827,CORTINA SANTISTA LONDRES BASIC ESTAMPADA,SANTISTA,7,100.0
479,exact,19827,19480,CORTINA SANTISTA LONDRES BASIC ESTAMPADA,SANTISTA,3,100.0
479,exact,19827,19878,CORTINA SANTISTA LONDRES BASIC ESTAMPADA,SANTISTA,2,100.0
479,exact,19827,19826,CORTINA SANTISTA LONDRES BASIC ESTAMPADA ,SANTISTA,2,100.0
479,exact,19827,18899,CORTINA SANTISTA LONDRES BASIC ESTAMPADA ,SANTISTA,2,100.0
480,exact,18611,18611,CORTINA SANTISTA LONDRES BASIC ESTAMPADA 200X180,SANTISTA,14,100.0
480,exact,18611,18629,CORTINA SANTISTA LONDRES BASIC ESTAMPADA 200X180,SANTISTA,5,100.0
480,exact,18611,18229,CORTINA SANTISTA LONDRES BASIC ESTAMPADA 200X180,SANTISTA,4,100.0
480,exact,18611,18628,CORTINA SANTISTA LONDRES BASIC ESTAMPADA 200X180,SANTISTA,2,100.0
481,exact,18631,18631,CORTINA SANTISTA LONDRES BASIC ESTAMPADA 200X230,SANTISTA,4,100.0
481,exact,18631,18630,CORTINA SANTISTA LONDRES BASIC ESTAMPADA 200X230,SANTISTA,2,100.0
482,exact,20622,20622,JG CAMA CS SANTISTA FANTASIA SORTIDO,SANTISTA,48,100.0
482,exact,20622,20621,JG CAMA CS SANTISTA FANTASIA SORTIDO,SANTISTA,46,100.0
482,exact,20622,20620,JG CAMA CS SANTISTA FANTASIA SORTIDO,SANTISTA,43,100.0
482,exact,20622,21365,JG CAMA CS SANTISTA FANTASIA SORTIDO,SANTISTA,14,100.0
482,exact,20622,21793,JG CAMA CS SANTISTA FANTASIA SORTIDO,SANTISTA,10,100.0
482,exact,20622,21366,JG CAMA CS SANTISTA FANTASIA SORTIDO,SANTISTA,10,100.0
482,exact,20622,21794,JG CAMA CS SANTISTA FANTASIA SORTIDO,SANTISTA,8,100.0
483,exact,20708,20708,JG CAMA QUEEN SANTISTA FANTASIA SORTIDO,SANTISTA,21,100.0
483,exact,20708,20619,JG CAMA QUEEN SANTISTA FANTASIA SORTIDO,SANTISTA,12,100.0
483,exact,20708,21795,JG CAMA QUEEN SANTISTA FANTASIA SORTIDO,SANTISTA,9,100.0
484,exact,20624,20624,JG CAMA ST SANTISTA FANTASIA SORTIDO ,SANTISTA,17,100.0
484,exact,20624,20623,JG CAMA ST SANTISTA FANTASIA SORTIDO ,SANTISTA,17,100.0
484,exact,20624,20710,JG CAMA ST SANTISTA FANTASIA SORTIDO ,SANTISTA,13,100.0
484,exact,20624,21796,JG CAMA  ST SANTISTA FANTASIA SORTIDO,SANTISTA,6,100.0
484,exact,20624,21797,JG CAMA  ST SANTISTA FANTASIA SORTIDO,SANTISTA,5,100.0
485,exact,10465,10465,JG CAMA ST SANTISTA PRINCESS ELEGANCE ROSA,SANTISTA,1,100.0
485,exact,10465,10461,JG CAMA ST SANTISTA PRINCESS ELEGANCE ROSA,SANTISTA,1,100.0
486,exact,13237,13237,JG CAMA ST SANTISTA ROYAL CINTHI ROSA,SANTISTA,5,100.0
486,exact,13237,13230,JG CAMA ST SANTISTA ROYAL CINTHI ROSA,SANTISTA,1,100.0
487,exact,17035,17035,LENCOL CS SANTISTA PRATA 150F LAVANDA,SANTISTA,34,100.0
487,exact,17035,10789,LENCOL CS SANTISTA PRATA 150F LAVANDA 6548,SANTISTA,5,100.0
488,exact,14988,14988,LENCOL CS SANTISTA PRATA 150F ROSA ,SANTISTA,111,100.0
488,exact,14988,9651,LENCOL CS SANTISTA PRATA 150F ROSA 7284,SANTISTA,2,100.0
489,exact,18795,18795,LENCOL QUEEN C ELASTICO SANTISTA PRATA 150F LAVANDA,SANTISTA,6,100.0
489,exact,18795,9661,LENCOL QUEEN C ELASTICO SANTISTA PRATA 150F LAVANDA,SANTISTA,2,100.0
490,exact,22726,22726,LENCOL QUEEN SANTISTA ROYAL ROSA,SANTISTA,7,100.0
490,exact,22726,17436,LENCOL QUEEN SANTISTA ROYAL ROSA ,SANTISTA,2,100.0
491,exact,18601,18601,LENCOL ST SANTISTA ROYAL ROSA,SANTISTA,108,100.0
491,exact,18601,8460,LENCOL ST SANTISTA ROYAL ROSA ,SANTISTA,5,100.0
492,exact,15134,15134,JG CAMA CS TEKA TERNURA 3PC,TEKA,43,100.0
492,exact,15134,5570,JG CAMA CS TEKA TERNURA 3PC,TEKA,1,100.0
493,exact,15357,15357,LENCOL CS C ELASTICO TEKA DIAMANTE SORTIDOS,TEKA,14,100.0
493,exact,15357,15081,LENCOL CS C ELASTICO TEKA DIAMANTE SORTIDOS,TEKA,6,100.0
494,exact,17171,17171,LENÇOL ST C ELASTICO TEKA 88X188,TEKA,7,100.0
494,exact,17171,17169,LENÇOL ST C ELASTICO TEKA 88X188,TEKA,3,100.0
495,exact,29682,29682,TOALHA C/ CAPUZ TEKA KIDS COR: 2176,TEKA,6,100.0
495,exact,29682,29683,TOALHA C/ CAPUZ TEKA KIDS COR: 7086,TEKA,3,100.0
496,fuzzy,19009,19009,CORTINA PRATIKA BELA JANELA 2.60X1.70 LISA SLIM CAQUI ,,32,99.06542056074767
496,fuzzy,19009,17682,CORTINA PRATIKA BELLA JANELA 2.60X1.70 LISA SLIM CAQUI,,9,99.06542056074767
497,fuzzy,18642,18305,CORTINA PRATIKA BELA JANELA 260X170 LISA SLIM AREIA,,8,99.02912621359224
497,fuzzy,18642,18642,CORTINA PRATIKA BELLA JANELA 260X170 LISA SLIM AREIA,,26,99.02912621359224
498,fuzzy,27818,27818,CAPA ALMOFADA C/ BORDA MARINA ESTAMP.4 BEGE/AZUL,,2,98.94736842105263
498,fuzzy,27818,27817,CAPA ALMOFADA C/ BORDA MARINA ESTAMP. BEGE/AZUL,,1,98.94736842105263
499,fuzzy,22459,22459,TAPETE DE PORTA EMBORACHADO 40cm X 60cm SORTIDO,,197,98.94736842105263
499,fuzzy,22459,22725,TAPETE DE PORTA EMBORRACHADO 40cm X 60cm SORTIDO,,19,98.94736842105263
500,fuzzy,11962,11962,TOALHA INFANTIL SANTISTA PRINCES BELA AZUL,SANTISTA,2,98.82352941176471
500,fuzzy,11962,12353,TOALHA INFANTIL SANTISTA PRINCESS BELA AZUL,SANTISTA,1,98.82352941176471
501,fuzzy,26388,26388,JG TAPETE  3PC BOUCLE ESSENTIAL COR UNICO,,2,98.79518072289156
501,fuzzy,26388,26390,JG TAPETE 3PC BOUCLE ESSETIAL COR UNICO,,1,98.79518072289156
502,fuzzy,26388,26388,JG TAPETE  3PC BOUCLE ESSENTIAL COR UNICO,,2,98.79518072289156
502,fuzzy,26388,26389,JG TAPETE 3PC BOUCLE ESSETIAL COR UNICO,,1,98.79518072289156
503,fuzzy,17836,17559,CJ TOALHA 2PC BOUTON MELISSA PEROLA,,2,98.76543209876543
503,fuzzy,17836,17836,CJ TOALHA 2PC BUTON MELISSA PEROLA,,9,98.76543209876543
504,fuzzy,19160,19160,"CORTINA SANTISTA BARCELONA BASIC 280X1,80",SANTISTA,12,98.76543209876543
504,fuzzy,19160,19161,CORTINA SANTISTA BARCELONA BASIC 280X180,SANTISTA,7,98.76543209876543
505,fuzzy,19160,19160,"CORTINA SANTISTA BARCELONA BASIC 280X1,80",SANTISTA,12,98.76543209876543
505,fuzzy,19160,19162,CORTINA SANTISTA BARCELONA BASIC 280X180,SANTISTA,3,98.76543209876543
506,fuzzy,19160,19160,"CORTINA SANTISTA BARCELONA BASIC 280X1,80",SANTISTA,12,98.76543209876543
506,fuzzy,19160,19163,CORTINA SANTISTA BARCELONA BASIC 280X180,SANTISTA,8,98.76543209876543
507,fuzzy,14135,14135,COBRE LEITO CS QUEEM BUD SORRENTO AZUL,BUD,1,98.76543209876543
507,fuzzy,14135,14357,COBRE LEITO CS QUEEM BUD SORRETO AZUL,BUD,1,98.76543209876543
508,fuzzy,20116,23096,JG CAMA ST 3PC  DOHLER AMBAR LAIS,DOHLER,3,98.76543209876543
508,fuzzy,20116,20116,JG CAMA ST 3PC DOHLER AMBAR LAISA ,DOHLER,11,98.76543209876543
509,fuzzy,25904,25904,JG DE CAMA ST DOHLER PRIORI LAIS,DOHLER,7,98.76543209876543
509,fuzzy,25904,25976,JG DE CAMA ST DOHLER PRIORI LAISA,DOHLER,7,98.76543209876543
510,fuzzy,17783,17783,CJ TOALHA 2PC BOUTON MELISSA SHELL,,4,98.73417721518987
510,fuzzy,17783,17837,CJ TOALHA 2PC BUTON MELISSA SHELL ,,3,98.73417721518987
511,fuzzy,28377,28377,TOALHA BANHO VELOUR JACQUARD PEROLA LISO 10364,,18,98.73417721518987
511,fuzzy,28377,28381,TOLHA BANHO VELOUR JACQUARD PEROLA LISO 12365,,13,98.73417721518987
512,fuzzy,28375,28375,TOALHA BANHO VELOUR JACQUARD PEROLA LISO 11069,,15,98.73417721518987
512,fuzzy,28375,28381,TOLHA BANHO VELOUR JACQUARD PEROLA LISO 12365,,13,98.73417721518987
513,fuzzy,28379,28379,TOALHA BANHO VELOUR JACQUARD PEROLA LISO 11435,,15,98.73417721518987
513,fuzzy,28379,28381,TOLHA BANHO VELOUR JACQUARD PEROLA LISO 12365,,13,98.73417721518987
514,fuzzy,28373,28373,TOALHA BANHO VELOUR JACQUARD PEROLA LISO 9515,,21,98.73417721518987
